tweetcreatedts,username,text,retweet_count,like
 2021-07-03 23:41:24,wtvbelle,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:41:24,n0ty0urgff,"Selamat jalan, maestro. Covid-19 merenggut sang dalang, Ki Manteb Soedharsono, saat isoman, tidak kebagian kamar di RS. https://t.co/03ke2idZKq",6097,0
 2021-07-03 23:41:21,alanmawlana,WHO sudah mengawasi varian Lambda sejak 17 Juni 2021. Varian virus ini kemungkinan lebih menular dari varian lainnya. Simak fakta varian Covid-19 C37 atau lambda di https://t.co/PVDgpL5ELh #Infografis #CNNIndonesia. https://t.co/h53UXtO7Yk,163,0
 2021-07-03 23:41:20,teackook,"Meski boleh, apakah menggelar atau menghadiri acara pernikahan sungguh diperlukan? Hari ini, kasus Covid-19 mencapai 27.913, yang merupakan rekor. Jangan Anda mengeluhkan situasi pandemi terus tapi masih bisa mengadakan pesta. Itu benar-benar anomali.  https://t.co/8m9ZrltYQm",246,0
 2021-07-03 23:41:18,erisa_santika,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:41:17,afkansky,"Kita pernah enjoyed rentas negeri selama 105 hari tanpa sedikit pun beri kesan pada kes Covid-19.  Semuanya lebur kerana mainan politik sang politikus haprak. Bukan setakat kes naik, rakyat mati dan muflis. Semoga kalian semua dibalas dengan seteruk-teruk azab dunia akhirat.",1249,0
 2021-07-03 23:41:15,awawisdoms,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:41:13,syariefh,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:41:09,KavindraOemar,"Oksigen di RSUP Sardjito Yogya Menipis, 35 Pasien Covid-19 Dikabarkan Meninggal https://t.co/HemVLkEaJB #TempoNasional",95,0
 2021-07-03 23:41:06,zulhishamm_,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:41:06,GstMade,"Doa bersama , semoga selalu sehat dan terhindar dari wabah Covid 19. #DoaDariDesaUntukIndonesia @jokowi @halimiskandarnu @imansyukri @taufikmadjid71 @yusradaridesa @azzameldzikrie @kemendesapdtt  @tppkemendes @TPPBali  @EfendiMashor https://t.co/EgQyt2lZ9F",9,0
 2021-07-03 23:41:06,marin_lucu,"Today dapet kabar , bos samator Pak arief harsono, meninggal dunia setelah terpapar covid 19  Sungguh berita yang jujur menyedihkan buat 1 negara  Apalagi tindakan beliau dalam supply oksigen selama ini  Semoga amal Ibadah beliau diterima  oleh Tuhan yang Maha Esa https://t.co/o4FXRsH5ej",986,0
 2021-07-03 23:41:03,JPZullOthman,"IOW PELAN PEMULIHAN NEGARA FASA 1, VAKSIN COVID-19/PEMBUDAYAAN NORMA BAHARU PEJABAT PENERANGAN DAERAH DUNGUN  Parlimen : P.39 Dungun DUN : N.26 Rantau Abang Tarikh : 03 Julai 2021 (Sabtu) Masa : 2.00 ptg - 4.00 ptg https://t.co/SknW5DTUmZ",12,0
 2021-07-03 23:40:59,lalayepo,"amah gue positif C-19😭 sedih bgt pas dapet kabar kalo amah terpapar covid dari susternya😭😭 mohon bantu doa nya gais buat kesembuhan amah gue sama susternya, semoga cepet negatif😭 alhamdulillah nya amah gue tanpa gejala apapun, tpi tetep aja sedih bgt kenapa harus amah gue😭😭",0,5
 2021-07-03 23:40:58,JPZullOthman,"IOW PELAN PEMULIHAN NEGARA FASA 1/VAKSIN COVID-19/ TASK FORCE PEJABAT PENERANGAN DAERAH SETIU  Parlimen : P.034 Setiu DUN : N.07 Langkap Tarikh : 03 Julai 2021 (Sabtu)  Masa : 2.00 ptg – 4.00 ptg  #MenangBersama #LindungDiriLindungSemua #JabatanPenerangan #japentrg https://t.co/0WfAkQcIXj",12,0
 2021-07-03 23:40:58,kal_wukirsari,"Berikut adalah jadwal bagian pelayanan Kalurahan Wukirsari di masa PPKM Mikro Darurat Covid-19 yang berlangsung dari 3 Juli - 20 Juli 2021.  Senin - Kamis : 08.00 - 12.00 Jumat : 08.00 - 11.00  #lawancovid19 #wukisarisejahtera #wukirsarimendunia https://t.co/mtEuzK1ZPx",0,0
 2021-07-03 23:40:57,vegyystudy,Kepada yth Presiden RI @jokowi. Tolong stop penerbangan manusia dari luar negeri. Jgn biarkan warga negara asing membawa virus dan menyebarkannya kpd rakyat Indonesia. Tp pemerintah marah2 dikritik krn angka kematian akibat Covid-19 meningkat dan ekonomi buruk. Rakyat bkn tumbal,216,0
 2021-07-03 23:40:57,Taufiq64552192,"Covid-19 &amp; Orang Terkaya Indonesia  Anda semua orang terkaya telah memperoleh keuntungan ratusan sd ribuan milyar rupiah dari negeri ini.  Mohon Anda tunjukkan kepedulian ke negara &amp; rakyat: masing-2 Anda membeli 1 juta vaksin Pfizer/Moderna u/disuntikkan ke rakyat scr gratis. 🙏 https://t.co/mhaD5lpdIO",394,0
 2021-07-03 23:40:56,muyutumuyu,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:40:56,helmi5525,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:40:56,hazezzz2,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:40:53,Widodo2017,"Eggi Sudjana dkk minta Jokowi Tobat dgn beberapa syarat, ES ngebacot nggak ta’u maklum sudah sakit2an. Presiden RI Bpk Joko Widodo dan Jajarannya di Pusat Daerah Tk I &amp; TK II Kecamatan Kelurahan RW RT Desa bersama Rakyat Fokus kerja keras menghadapi Pandemi COVID-19 MERDEKA👍🙏🇮🇩",83,0
 2021-07-03 23:40:48,Fahhmyy,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:40:47,hoomanolife,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:40:47,anisatikah1999,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15726,0
 2021-07-03 23:40:38,DioR3born,"Di saat pemerintah sedang berkonsolidasi melawan pandemi covid-19, mahasiswa semestinya bisa berperan aktif kepada pemerintah dalam mengkonsolidasikan perlawanan pandemi covid-19, bukan malah memberi kritik tanpa solusi.  @BEMUI_Official   #AwasBahayaVirusKadrun https://t.co/pXLdYlVpAM",22,0
 2021-07-03 23:40:36,toni_chelsky88,"Covid-19 &amp; Orang Terkaya Indonesia  Anda semua orang terkaya telah memperoleh keuntungan ratusan sd ribuan milyar rupiah dari negeri ini.  Mohon Anda tunjukkan kepedulian ke negara &amp; rakyat: masing-2 Anda membeli 1 juta vaksin Pfizer/Moderna u/disuntikkan ke rakyat scr gratis. 🙏 https://t.co/mhaD5lpdIO",394,0
 2021-07-03 23:40:36,Johnrubyanto,"VIRUS COVID 19  ini asalnya dari LUAR (ASING) Tapi LUCU nya di JAKARTA  PINTU KELUAR MASUK untuk WARGA dibatasi tp PINTU KELUAR MASUK untuk WARGA ASING dibiarkan TERBUKA &amp; beroperasi seperti biasa  Kalau saya gak percaya COVID pada ngamuk tp peraturan bikin saya gak percaya COVID",86,0
 2021-07-03 23:40:35,Cahaya_Dfa,"#AwasBahayaVirusKadrun Disaat pemerintah sedang berkonsolidasi melawan pandemi Covid-19, mahasiswa seharusnya mendukungnya.namun apa yang dilakukan BEM UI malah sebaliknya memberi kritikan tampa data dan tampa solusi. BEM UI kemungkinan telah ditunggangi kelompok kepentingan. https://t.co/fVTomQs5vr",21,0
 2021-07-03 23:40:33,YusranAhmadi,"PPKM Langkah Tepat Sejarah Ivermectin, Obat Cacing yang Diduga Dapat Melawan Covid-19 https://t.co/k561gnrrNx",0,0
 2021-07-03 23:40:32,SiBowoBujil,"Rumah Sakit Umum Pemerintah (RSUP) Dr Sardjito DI Yogyakarta dikabarkan kehabisan oksigen medis. Akibatnya, enam pasien Covid-19 meninggal dunia. https://t.co/nHYwtJ3sAK",42,0
 2021-07-03 23:40:32,plndisjatim,"Adi menambahkan, selain RS Rujukan Covid-19 dan produsen oksigen, PLN juga mensiagakan personel untuk menjaga keandalan di lokasi isolasi se-Jawa Timur diantaranya YPPII Malang, Rusun UB Dieng, Badan Diklat Malang.",0,0
 2021-07-03 23:40:30,nursyafiqah414,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
 2021-07-03 23:40:28,timotheetroye,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:40:25,fikhwanBait,Saya berharap pemimpin @PASPusat dpt menjelaskan isu yg timbul ini. Mengapa perlu dikenakan sewa jika ingin membantu menangani covid-19? Jika ianya satu fitnah saya berharap pemimpin PAS dpt menafikan bersama fakta atau bukti! @umnoonline @Alamurni @bossku_team @Hanafiah67 @zlk69 https://t.co/SPj5NpIBGJ,11,0
 2021-07-03 23:40:23,ribskoro,"Soal penanganan Covid-19, rujukannya pada ke China dan Vietnam. Tapi nanti kalau diimplementasikan seperti China dan Vietnam, muncung kalian juga yang paling kencang menentang. Kalian liat satu tank di jalan raya aja udah ributnya udah kayak apa.",268,0
 2021-07-03 23:40:22,hamdanadnan8,"USA hari ini telah membenarkan banyak sektor ekonomi dan sosial beroperasi secara normal. 1 tahun dulu mereka antara negara paling teruk dilanda Covid-19. Perubahan yang sangat drastik.   Tindakan rakyat USA menggugurkan  Donald Trump adalah tepat.",115,0
 2021-07-03 23:40:20,Isroyani5,Gedung Eks Perakitan Mobil Esemka Dijadikan Tempat Karantina COVID-19 https://t.co/Hvz5TX3lk6,383,0
 2021-07-03 23:40:20,ahsan_wahid,"Ada Klinik Vaksinasi Covid-19 di Masjid-masjid Inggris   Persatuan Dokter Muslim Inggris telah mendirikan klinik-klinik vaksinasi di masjid-masjid, bahkan ada pula klinik vaksinasi khusus perempuan.  https://t.co/N1dkyJpD0M",10,0
 2021-07-03 23:40:20,Buterkap,"Kayaknya yang dikritisi itu soal ketimpangan. Yang miskin semakin rentan di masa pandemi. Kuli konstruksi yang 100 persen tetep kerja selama PPKM itu contohnya, kalau terpapar Covid-19 cuma bisa mengakses fasilitas pemerintah yang sekarang penuh. Gak punya opsi bayar hotel mahal. https://t.co/1XcP6fEvIh",116,0
 2021-07-03 23:40:18,rigmaloringan,"@ProfesorZubairi Yang tidak percaya covid-19, lebih baik bantu tenaga medis, supir ambulan, dan petugas gali kubur.. tenaga kalian lebih berguna dari pada kalian duduk, dan menyebar ""katanya covid itu bla..bla..bla..""",3,0
 2021-07-03 23:40:17,Harmonik14,"#AwasBahayaVirusKadrun Disaat pemerintah sedang berkonsolidasi melawan pandemi Covid-19, mahasiswa seharusnya mendukungnya.namun apa yang dilakukan BEM UI malah sebaliknya memberi kritikan tampa data dan tampa solusi. BEM UI kemungkinan telah ditunggangi kelompok kepentingan. https://t.co/fVTomQs5vr",21,0
 2021-07-03 23:40:17,sava_prod,"@SantorinisSun COVID-19 Jg sdg NGAMUK‼ Apa anda ga peduli dg Lonjakan Covid-19❓ Yg meninggal Banyak sampe penggali kubur kewalahan, RS Overloads sampe nakes kelelahan. Demi Kemanusiaan, Empati barang sedikit, Klo ga bs bantu apa2 jangan buat gaduh ‼",6,0
 2021-07-03 23:40:17,KEZIAAM0UR,@null Dokter Relawan Covid-19 Ungkap Penyebab Obat IVIG Berharga Mahal Dokter relawan   https://t.co/RlvYfejLbm,0,0
 2021-07-03 23:40:14,plndisjatim,"produksi agar penanganan dan perawatan pasien Covid-19 tidak terkendala,” terang General Manager PLN UID Jawa Timur, Adi Priyanto. https://t.co/2jpZ5J4Fmp",0,0
 2021-07-03 23:40:12,nuonlinebanten,"Fatayat kota Tangerang mendukung surat edara. Walikota untuk mencegahan covid-19 https://t.co/nMXnxQEfXZ  Follow us : Instagram : @nuonlinebanten Twitter : @nuonlinebanten Fanspage : @nuonlinebanten Website : https://t.co/GLEyPyzxHd",0,0
 2021-07-03 23:40:08,_justazza_,Mau bikin utas ttg pentingnya vaksin covid-19 dilakukan.. ini berdasarkan pengalaman kedua org teman dekat ttg kondisi orgtua mreka msg2.. smoga membuka pikiran org lain bahwa vaksin itu perlu dan wajib..,84,0
 2021-07-03 23:40:04,ayeiknurman,Berapa banyak yang sadar bahwa keterbatasan kemampuan negara melindungi rakyat dari pandemi covid-19 adalah akibat korupsi yang merajalela?,648,0
 2021-07-03 23:40:01,farrasfaishal28,"Bos tabung oksigen aja meninggal, apalagi yang bukan. https://t.co/T4L8kdvDMO",222,0
 2021-07-03 23:40:01,beritajatimcom,"Kapolresta Mojokerto AKBP Rofiq Ripto Himawan memantau langsung pelaksanaan vaksinasi Covid-19.   https://t.co/vNMim3vRRT   @HumasMojokerto  #berita #news #terkini #Jatim #PPKMDarurat #VaksinasiCovid19",0,0
 2021-07-03 23:39:59,pgpoerwodadie,"Kita dukung terus langkah pemerintah untuk memutuskan rantai penyebaran Covid-19 ya Sobat. Mari bersama kita patuhi kebijakan PPKM Darurat secara bijaksana. Indonesia Lawan Covid!  #PPKMDaruratLindungiKita https://t.co/PMQiZS4ISi",1,0
 2021-07-03 23:39:58,barsono,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:39:58,priciouis,"Kabar menyedihkan hari ini, kawan gue Oki Irawan, Dosen sekaligus Kaprodi FEB Uhamka (paling kanan di samping gue) hari ini wafat karena Covid-19. Mohon doanya untuk beliau ya. Ini orang baik banget soalnya. Foto beberapa tahun lalu dgn Bang Wildan UMJ, Bang Sandris dan Bang Oki. https://t.co/Y8ht8rOgtn",37,0
 2021-07-03 23:39:57,bekokjin,Mau bikin utas ttg pentingnya vaksin covid-19 dilakukan.. ini berdasarkan pengalaman kedua org teman dekat ttg kondisi orgtua mreka msg2.. smoga membuka pikiran org lain bahwa vaksin itu perlu dan wajib..,84,0
 2021-07-03 23:39:54,evandaputra,"Oksigen di RSUP Sardjito Yogya Menipis, 35 Pasien Covid-19 Dikabarkan Meninggal https://t.co/HemVLkEaJB #TempoNasional",95,0
 2021-07-03 23:39:54,AyuFadeen,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
 2021-07-03 23:39:53,onelfredeman,"Kabar Baik!!  Penelitian terbaru menyatakan bahwa: - Air purifier portable HEPA filter menurunkan risiko paparan aerosol simulasi Covid-19 indoor hingga 65% -Kombinasi masker + HEPA filter menurunkan risiko hingga 90%  Air purifier HEPA filter + masker di ruang tertutup works! https://t.co/dUDX0pSaAt",5128,0
 2021-07-03 23:39:52,pirxs_,"@SyedSaddiq 1. Double Standard.  2. Banyak idea bodoh.  3. Tak serius menangani kes COVID-19 dan terus bebankan frontliner. 4. SOP cacamarba.  5. Tak sensitif, pekak, buta dan lambat peka ttg kesusahan rakyat 6. Terlampau bermain politik dan gila kuasa. 7. Memperbodohkan rakyat.",1004,0
 2021-07-03 23:39:51,GozaliAljadidi,"Eggi Sudjana dkk minta Jokowi Tobat dgn beberapa syarat, ES ngebacot nggak ta’u maklum sudah sakit2an. Presiden RI Bpk Joko Widodo dan Jajarannya di Pusat Daerah Tk I &amp; TK II Kecamatan Kelurahan RW RT Desa bersama Rakyat Fokus kerja keras menghadapi Pandemi COVID-19 MERDEKA👍🙏🇮🇩",83,0
 2021-07-03 23:39:50,j4g4dlanang,"Bos tabung oksigen aja meninggal, apalagi yang bukan. https://t.co/T4L8kdvDMO",222,0
 2021-07-03 23:39:44,ainurraha,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
 2021-07-03 23:39:43,lida_buaya,"Vaksinasi Covid-19 untuk anak usia 12-17 tahun di Klinik Pediacare, Jakarta Selatan Cek IG: klinikpediacare Sumber: https://t.co/WfvTeDO7Io https://t.co/O4R6jMi1Bd",0,0
 2021-07-03 23:39:42,kompascom,"Rumah Sakit Umum Pemerintah (RSUP) Dr Sardjito DI Yogyakarta dikabarkan kehabisan oksigen medis. Akibatnya, enam pasien Covid-19 meninggal dunia. https://t.co/nHYwtJ3sAK",42,66
 2021-07-03 23:39:40,MimiPulauTidung,"Kasus Melonjak, 5 Wilayah Jakarta Zona Merah Covid-19 - CNN Indonesia: Kasus Melonjak, 5 Wilayah Jakarta Zona Merah Covid-19  CNN Indonesia https://t.co/5rXlGgrGxb",0,0
 2021-07-03 23:39:40,shantysya,"@shantysya Begitu juga didaerahku,tiada hari tanpa bunyi serine mobil ambulan... Kita blm berdaya melawan covid 19 krn sebagian warga +62 blm mematuhi prokes pemerintah.",1,0
 2021-07-03 23:39:40,nurinzzati,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
 2021-07-03 23:39:39,de_folder,"Ada Klinik Vaksinasi Covid-19 di Masjid-masjid Inggris   Persatuan Dokter Muslim Inggris telah mendirikan klinik-klinik vaksinasi di masjid-masjid, bahkan ada pula klinik vaksinasi khusus perempuan.  https://t.co/N1dkyJpD0M",10,0
 2021-07-03 23:39:38,bekaltaqwa,"Menghadapi lonjakan kasus COVID-19 di RI, masker menjadi kunci. Double masking atau memakai masker rangkap lebih dianjurkan. Caranya bagaimana agar efektif? https://t.co/ewaPKOGsMs",6,0
 2021-07-03 23:39:36,InfoSamarinda,Dianissa Rachman Puteri Indonesia Kaltim 2020 Ajak Warga Samarinda Ikuti Vaksinasi Covid-19 - Tribun Kaltim https://t.co/fW36LjPBJU,0,3
 2021-07-03 23:39:36,layungkayaas,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:39:36,Supandi_Lmj,"kita cegah penyebaran covid-19 dengan penerapan prokes dan do'a bersama  semoga pandemi segera berakhir  @jokowi  @halimiskandarnu  @kemendesapdtt  @imansyukri  @taufikmadjid  @yusradaridesa  @azzameldzikrie  @tppkemendes  @MagetanTpp  #DoaDariDesaUmtukIndonesia  #tppimagetan https://t.co/qe4pUnZ0h9",3,0
 2021-07-03 23:39:34,PulauTidung123,"Daftar 32 Lokasi Isolasi Pasien Covid-19 di Jakarta: GOR, Rusun, hingga Sekolah - Metro Tempo https://t.co/FMVHepos33",0,0
 2021-07-03 23:39:33,Bank_Aconk,"#AwasBahayaVirusKadrun Disaat pemerintah sedang berkonsolidasi melawan pandemi Covid-19, mahasiswa seharusnya mendukungnya.namun apa yang dilakukan BEM UI malah sebaliknya memberi kritikan tampa data dan tampa solusi. BEM UI kemungkinan telah ditunggangi kelompok kepentingan. https://t.co/fVTomQs5vr",21,0
 2021-07-03 23:39:31,plndisjatim,"“Melonjaknya kasus Covid-19 berpengaruh signifikan terhadap permintaan oksigen untuk suplai Rumah Sakit Rujukan Covid-19, oleh karena itu peran penting PLN disini sangat dibutuhkan demi kelancaran https://t.co/EWxHzje7eP",0,0
 2021-07-03 23:39:30,KPU_KabCirebon,"#Repost @kpu_ri • • • • • • #TemanPemilih, kamu perlu tahu aturan PPKM Darurat Jawa Bali tanggal 3-20 Juli 2021. Ayo pahami dan patuhi ya...agar  pandemik Covid-19 segera berlalu  #KPUmelayani https://t.co/tRcd4uyGZE",0,0
 2021-07-03 23:39:30,TheyCallmeMsAnn,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
 2021-07-03 23:39:29,ropid36,"Stop Unggah Sertifikat Vaksin Di Medsos!  Sertifikat digital vaksin Covid -19 itu memuat QR Code yang wajib dilindungi karena didalamnya memuat data pribadi kamu lho..  Jadi.. Jangan pernah unggah sertifikat digitalnya ya.. karena bisa saja datanya disalahgunakan untuk kejahatan. https://t.co/QNrR5ZLul3",3294,0
 2021-07-03 23:39:28,omar2000nur,"Bos tabung oksigen aja meninggal, apalagi yang bukan. https://t.co/T4L8kdvDMO",222,0
 2021-07-03 23:39:27,jaajangmyeon_,"Baru kali ini terjadi kematian di luar fasilitas kesehatan atau saat isolasi mandiri 😰🥀  Ini rilis kami, tercatat sedikitnya 265 orang meninggal dunia saat isolasi mandiri. Sedemikian lemahnya jaminan keselamatan rakyat Indonesia.  https://t.co/SREkQUZDRo",1465,0
 2021-07-03 23:39:26,meowwwwwww0,Mau bikin utas ttg pentingnya vaksin covid-19 dilakukan.. ini berdasarkan pengalaman kedua org teman dekat ttg kondisi orgtua mreka msg2.. smoga membuka pikiran org lain bahwa vaksin itu perlu dan wajib..,84,0
 2021-07-03 23:39:26,Dpk76Rahmat,"Kalau JIExpo msh saja blm cukup untuk menampung pasien C19 sebaiknya Gedung DPR-MPR dipakai krn slm ini kurang berfungsi bagi Masyarakat --- https://t.co/LzdOwXOHSi",23,0
 2021-07-03 23:39:26,dheeyanatasha,"𝗖𝗔𝗥𝗔 𝗡𝗔𝗞 𝗖𝗘𝗣𝗔𝗧𝗞𝗔𝗡 𝗗𝗔𝗣𝗔𝗧 𝗧𝗔𝗥𝗜𝗞𝗛 𝗩𝗔𝗞𝗦𝗜𝗡  Yang dah lama daftar vaksin tapi masih tak dapat lagi tarikh, buka app MySejahtera dan cuba cara ini:  1) Klik pada ‘Covid-19 Vaccination’ 2) Pilih ‘Vaccine Information’ https://t.co/MQ1PlqMuMG",15727,0
